mirna,A178_day3,A180_day7,A181_day7,A189_day14,A196_normal,A200_normal,A201_normal,A74_day3,A75_day3,A80_day7,A84_day14,A85_day14
mmu-miR-6985-3p,-0.345073435244681,-0.370134898417144,-0.439295836441605,-0.439729321165847,-0.438588201675728,-0.305188648436317,-0.437117244651315,-0.442672580416174,-0.437513330014187,-0.250725704146833,-0.442366328532031,-0.435612650762028
mmu-miR-6986-5p,-1.97843573397615,-1.98162974026502,-1.97634219331021,-1.97668462251444,-1.97579367417982,-1.97887074565971,-1.97468992185167,-1.94171031771014,-1.97498271427283,-1.97800542241872,-1.9788958748013,-1.97360313424268
mmu-miR-6988-3p,2.75901696165582,2.92109301509919,2.94386400910506,2.84849641672368,3.1896743984553,2.70750004799094,3.24077745366733,2.77956449858244,2.74507124926918,2.88893093200124,2.86081169655391,2.83408523469959
mmu-miR-6989-3p,1.96713600613581,2.00937556054114,1.90534284027877,1.90058785255474,2.24678831344484,1.99989701266063,2.14637941577358,1.99360518283252,1.79990393411986,1.97533161507975,1.87141064719595,2.06703544557406
mmu-miR-6990-3p,-1.97975097628216,-1.98392093159954,-1.92811239529564,-1.97746480152524,-1.97630161823458,-1.98031890856498,-1.97486060733055,-1.98070922002662,-1.97524286434668,-1.97918918027904,-1.98035171607634,-1.973441744824
mmu-miR-6990-5p,1.13725095280396,0.979912371069731,1.1141546722393,1.1101550186155,1.37376047579183,1.08590932151274,1.25061683308268,1.12712366111268,1.00269166635646,0.991458583282034,1.17407782090619,1.00822134255587
mmu-miR-6994-5p,-1.7422649784259,-1.74693872569776,-1.73920152798435,-1.73970260012208,-1.73839888717611,-1.74290152528441,-1.73678378095342,-1.74333899211323,-1.7372122202412,-1.74163530919995,-1.66071755010352,-1.73519349898048
mmu-miR-6995-3p,-1.98066705765179,-1.985517079711,-1.97748806628693,-1.97800803683301,-1.97665515312342,-1.98132761247556,-1.9180979454239,-1.98178157877852,-1.97542372992563,-1.98001363985698,-1.98136577047527,-1.97332887068819
mmu-miR-6996-5p,-0.139277762662288,-0.164956228670183,-0.0676896462405679,-0.234134609480623,-0.232803599547424,-0.237179725070641,-0.231088736815829,-0.237570532688061,-0.231550404351774,-0.0888388978240109,-0.143253279622179,-0.229335633323003
mmu-miR-700-3p,3.40187447022266,3.42586198727951,3.20722402466299,3.3124944286215,2.9849488351678,3.3541521148751,3.21647735655591,3.54732113668011,3.05650336582074,3.42107446767788,3.08955272483605,3.39363617386079
mmu-miR-700-5p,5.27905830466197,5.7587072642227,5.53002956838399,5.68125109695598,5.1550128618747,5.14487451895048,4.83681933611276,5.75577916294689,5.69939321853037,5.77983662306741,5.44209827703076,5.63262469071967
mmu-miR-7006-3p,-1.50154759844891,-1.5076193557354,-1.49601797303412,-1.49692242416864,-1.39562847393658,-1.50269658576035,-1.49165386279833,-1.50348622729068,-1.49242720933017,-1.50041102548285,-1.50276295883934,-1.38984264636438
mmu-miR-7009-5p,-1.93856891207863,-1.98217432210669,-1.97650282413629,-1.97687011856476,-1.97591447472562,-1.97921498530304,-1.97473057430026,-1.97953565595457,-1.97504462761015,-1.97828682730332,-1.97924193917726,-1.97356487047364
mmu-miR-7010-5p,-1.7444506974457,-1.75031537694262,-1.63743496658178,-1.7412353914765,-1.73959947533912,-1.74524944480897,-1.73757281882593,-1.74579838393475,-1.73811043007459,-1.74366058022616,-1.74529558572045,-1.73557731210755
mmu-miR-7011-3p,-1.97855013093954,-1.98182899269526,-1.97640097098093,-1.97675249753418,-1.97583787929097,-1.97899669961959,-1.97470480347044,-1.97930360394517,-1.97500537453551,-1.9781083872543,-1.94056791949399,-1.97358914307235
mmu-miR-7015-3p,4.32517119311218,4.28474533951774,4.19445221626237,4.23819702741457,4.45385207978668,4.54133673550187,4.3437992546841,4.28415162242,4.22881141079533,4.25150195365302,4.62525495404543,4.09815637738062
mmu-miR-7017-5p,-1.97843573397615,-1.98162974026502,-1.97634219331021,-1.97668462251444,-1.97579367417982,-1.97887074565971,-1.97468992185167,-1.94171031771014,-1.97498271427283,-1.97800542241872,-1.9788958748013,-1.97360313424268
mmu-miR-702-3p,0.0758901022519314,0.0711196369015372,0.191737748320241,0.188397990004736,0.0804912828140508,0.0751880488296286,0.0825726359518569,0.165637659236306,0.205449005444758,0.175970383863753,0.252306569738163,0.08470223955423
mmu-miR-702-5p,-1.01297072118689,-0.906064631703196,-1.00939673298691,-1.01039352281709,-1.00780002837154,-1.0132974162995,-1.00458707491391,-0.922994445319833,-0.896397452763497,-1.01264005463299,-1.01331605368536,-1.00142350468444
mmu-miR-7021-5p,-1.97975097628216,-1.98392093159954,-1.92811239529564,-1.97746480152524,-1.97630161823458,-1.98031890856498,-1.97486060733055,-1.98070922002662,-1.97524286434668,-1.97918918027904,-1.98035171607634,-1.973441744824
mmu-miR-7022-3p,-1.93856891207863,-1.98217432210669,-1.97650282413629,-1.97687011856476,-1.97591447472562,-1.97921498530304,-1.97473057430026,-1.97953565595457,-1.97504462761015,-1.97828682730332,-1.97924193917726,-1.97356487047364
mmu-miR-7024-5p,-1.97957526475337,-1.98361480077863,-1.97692751388016,-1.92998480756444,-1.97623378863751,-1.98012543441749,-1.9748378467109,-1.98050353851942,-1.97520814827771,-1.979031039451,-1.98015721584293,-1.97346336046971
mmu-miR-7025-3p,-1.97894077991719,-1.9825094618901,-1.97660165464367,-1.97698425280335,-1.9759887909999,-1.97942682102441,-1.97475556204549,-1.97976085277558,-1.97508270073611,-1.93660639428625,-1.9794548979618,-1.97354128787136
mmu-miR-7028-3p,-1.97856076182481,-1.98184750955492,-1.97640643293208,-1.97675880494013,-1.97584198695305,-1.94046134075459,-1.97470618597741,-1.97931604700469,-1.97500747994448,-1.97811795570399,-1.97903426333852,-1.97358784230995
mmu-miR-7030-3p,-1.97855013093954,-1.98182899269526,-1.97640097098093,-1.97675249753418,-1.97583787929097,-1.97899669961959,-1.97470480347044,-1.97930360394517,-1.97500537453551,-1.9781083872543,-1.94056791949399,-1.97358914307235
mmu-miR-7032-3p,-1.98133371169181,-1.98667872917679,-1.97783027104302,-1.97840331001616,-1.97691235038864,-1.98206168303705,-1.97506527340775,-1.9825619813444,-1.97555524758719,-1.98061360578392,-1.98210373545931,-1.91056008048757
mmu-miR-7035-3p,1.30782058745157,1.44077310846528,1.47906800285637,1.32746429804734,1.49078034872275,1.21053934134243,1.22672256122275,1.30005456918804,1.50848246991856,1.35870731065124,1.30291879033025,1.23138530901004
mmu-miR-704,0.937803968667556,0.538882780401435,0.551943552582152,0.550996197671961,0.553487224919348,0.545266221148853,0.556685167392082,0.727856001785609,0.684935540357618,0.652099630168845,0.643186126582312,0.701095213702022
mmu-miR-7042-3p,-1.97855013093954,-1.98182899269526,-1.97640097098093,-1.97675249753418,-1.97583787929097,-1.97899669961959,-1.97470480347044,-1.97930360394517,-1.97500537453551,-1.9781083872543,-1.94056791949399,-1.97358914307235
mmu-miR-7042-5p,-1.74240462635348,-1.68240148514638,-1.74002698194716,-1.74041588047454,-1.73940402607944,-1.7428986712569,-1.73815048914478,-1.74323820361701,-1.73848301493408,-1.74191591940637,-1.7429272105463,-1.73691621912488
