mirna,day14_1,day14_2,day14_3,day14_4,day3_1,day3_2,day3_3,day3_4,day7_1,day7_2,day7_3,day7_4,normal_1,normal_2,normal_3
mmu-miR-8111,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0
mmu-miR-8112,57,58,44,35,47,49,41,55,59,44,74,64,9,25,9
mmu-miR-8114,213,179,168,125,145,250,185,185,205,124,257,237,54,82,42
mmu-miR-8115,32,26,38,27,26,21,15,22,14,23,39,32,2,2,2
mmu-miR-8118,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
mmu-miR-8120,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
mmu-miR-871-3p,42,26,34,30,27,38,53,40,99,66,103,65,20,20,27
mmu-miR-871-5p,0,3,3,2,8,3,4,0,6,9,5,11,6,0,0
mmu-miR-872-3p,2880,2116,2386,2141,3134,3446,2944,2890,3341,1726,3363,2938,1081,1833,1496
mmu-miR-872-5p,7976,4924,6642,5291,6380,6963,6069,6370,6649,4254,8848,6283,1651,2765,2435
mmu-miR-873a-3p,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
mmu-miR-873a-5p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
mmu-miR-874-3p,415,319,381,474,762,893,750,853,1608,504,825,568,1032,1664,1287
mmu-miR-874-5p,106,83,76,62,153,169,134,165,215,81,128,101,148,236,196
mmu-miR-877-3p,23,31,26,15,82,97,71,57,74,38,69,75,21,43,34
mmu-miR-877-5p,120,114,169,127,165,170,160,137,138,125,186,181,56,109,67
mmu-miR-878-3p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-878-5p,2,0,0,0,4,10,2,3,6,7,0,3,0,0,0
mmu-miR-879-3p,4,3,6,0,0,0,0,0,0,2,0,4,0,0,0
mmu-miR-879-5p,19,17,14,9,21,14,26,26,9,2,9,4,5,4,18
mmu-miR-880-3p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
mmu-miR-881-3p,12,9,7,8,10,17,14,7,32,7,18,23,6,2,4
mmu-miR-883a-3p,2,0,0,0,0,0,0,0,2,0,0,4,0,0,0
mmu-miR-883b-3p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-883b-5p,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
mmu-miR-9-3p,73,43,48,46,63,53,68,52,63,28,51,34,23,24,33
mmu-miR-9-5p,5530,3984,4831,3658,3210,3481,3999,3990,3188,1977,4268,2480,1312,1536,2178
mmu-miR-92a-1-5p,678,381,690,540,926,856,758,781,600,475,957,773,97,168,144
mmu-miR-92a-3p,180333,142134,205551,139336,164618,176262,147770,163245,164583,122845,236710,240923,45913,70606,56000
mmu-miR-92b-3p,9864,6787,9781,7666,10274,10762,7902,8182,7811,5688,11940,11608,1685,2516,2467
mmu-miR-92b-5p,2,3,6,5,3,0,6,0,2,0,5,3,0,0,0
mmu-miR-93-3p,220,174,200,138,218,222,165,159,209,149,275,247,31,93,54
mmu-miR-93-5p,28703,20202,27692,21797,24488,26124,21863,21060,26349,18429,34021,31012,7196,11542,10323
mmu-miR-935,8,7,3,4,6,2,4,4,5,4,5,11,0,0,2
mmu-miR-96-3p,2,2,4,0,0,0,5,0,0,0,3,3,0,0,0
mmu-miR-96-5p,406,339,640,288,401,331,363,248,231,287,525,256,89,77,160
mmu-miR-9769-3p,9,8,20,2,22,18,19,14,20,8,13,16,10,19,13
mmu-miR-98-3p,224,151,195,140,454,447,355,376,470,240,369,335,120,278,216
mmu-miR-98-5p,12068,10347,14446,10357,12603,14994,14700,15329,13949,10986,15509,12310,5442,8975,7445
mmu-miR-99a-3p,425,395,454,262,325,357,342,320,382,211,397,345,187,228,257
mmu-miR-99a-5p,4235,3313,5121,4089,4858,4705,4282,4513,5044,2980,5300,3702,2520,3299,3461
mmu-miR-99b-3p,870,674,1030,679,688,770,672,699,608,451,780,847,166,219,164
mmu-miR-99b-5p,50769,39602,74493,46534,41180,45080,38941,35667,48220,30011,60699,45038,18832,20862,19180
